"n"	"date"	"dream"
"1994-014"	"(10/19/94)"	"#1994-014 (10/19/94) I dreamt that my toes were straight again, and my feet were so beautiful!!"
"1994-015"	"(10/28/94)"	"#1994-015 (10/28/94) Pedro has some slides, 3x4"" that he projects on a screen, and then makes copies of them. Julia H. comes over and I ask her about photos from a video she took. She says she only has two large prints. I help her with a party? shift: I see that my grandparents (long dead) have repainted their apartment. ""A new lease on life"""
"1994-016"	"n/a"	"#1994-016 Reynaldo is still a small boy; I get ready to go out but see a car parked in our alley, whose? Reynaldo has gone over to the neighbors; I leave him a note and worry about what he is going to eat...."
"1994-017"	"(11/30/94)"	"#1994-017 (11/30/94) I am with Pedro and others; we have to cross a border and pay a toll tax; we are sailing on a small boat very smoothly! (vivid) See a huge SHIP made of plywood, making a difficult turn in the water. suddenly we are at our home; say good-bye to Pedro, embrace and kiss, ""see you tomorrow.""...."
"1995-001"	"(1/12/95)"	"#1995-001 (1/12/95) We are on a long trip: we are to be away a long time; SYLVIA ROSEN comes by to watch the house; she looks older but is very helpful. She wants to take us out for a meal before we leave, but I don't think we have time. (vivid; details lost)"
"1995-002"	"(1/13/95)"	"#1995-002 (1/13/95) On a Journey with Willie and LUCIA - we get to the Airport early, but they walk away and go swimming. I look for them but cannot find them. Father Andrew is talking with someone, then I go up and tell him about my problem. He assures me they will be back in time. He holds my left hand for a short while. They return and we go on our trip. --We are about to renovate our home: only the kitchen floor, or more? We are to use a ""New Age"" method that involves many prayers, symbols and seminars. We return from one of those, but cannot decide whether we want to do it. I say ""Let's see what happens, we don't have to decide right away."" We mark our calendar for December 17th."
"1995-003"	"(5/26/95)"	"#1995-003 (5/26/95) With KEVIN and his wife Mabel - he has gray hair (sprayed on?): He leaves to see his ""other wife""? Mabel starts to fix up her house, but windows are open, painting unfinished; ironing board left standing. I say: ""How can your children learn to be orderly, if you yourself don't put things away?"" Then I take the ironing board and set upright; ""See it's easy."""
"1995-004"	"(5/27/95)"	"#1995-004 (5/27/95) In Oaxaca - see SPERO come to Church wearing a red rose, a gift? I wonder why Spero comes to the Church in Oaxaca? (vivid)"
"1995-005"	"(6/6/95)"	"#1995-005 (6/6/95) With Pedro in a foreign place: he is talking with a man and I want to leave; I don't know my way, but he is finally ready to leave and walks ahead on a dark uphill path. I can't see where he is. I call out to him, ""Pedro, wait for me."" Finally OK, but several scary moments; (vague ending) --I help CHRIS M. (from Morris & Christie) to serve customers and also lift heavy sacks; spend long time looking for the right sack. When I look up, I see MIKE M. (our homeless person) and I lift up a newspaper before my face, so he can't see me. He looks back but does not recognize me; I am relieved. (vivid details)"
"1995-006"	"(6/9/95)"	"#1995-006 (6/9/95) I am with Fr. Zachary on a mountain excursion; also take a test and get an A, I finish among the first and have to wait for the others to turn in their papers. Fr. Zachary and I sit on a hill,; and I ask why the rocks on our right are a deeper red than those on the left. (end; no answer in dream) - I am walking with DANA who is much smaller and needs to have her diaper changed; I change her diaper and it is a little boy with a small penis. Then I go on walking, as if in Oaxaca, but wake up as I pluck a white flower... someone hugs me... (vague)"
"1995-007"	"(8/25/95)"	"#1995-007 (8/25/95) See only an image: see drawing: no story."
"1995-008"	"(9/5/95)"	"#1995-008 (9/5/95) With Pedro, Kevin, Frank and friends in a different city. They have to leave to catch a bus; Frank is about to leave and at the door looks straight ahead and does not turn to say good-bye; I say: ""Can't you even look back?"" He goes on; I feel deeply hurt...."
"1996-001"	"(8/16/96)"	"#1996-001 (8/16/96) I am at the OPERA: it is intermission and I have to go to the bathroom; there are lots of people streaming by; I put down my purse with my car keys and then can't find my panties. I look for them and also can't find my purse; sinking feeling. How will I get home? I go out and see a police car and open the door and ask for help. He says: ""What if they have been found?"" I am SO GRATEFUL, I kiss his hand. He glues me a small coin purse with my car keys, and also my flimsy panties. I put them on and go back for the second part of the opera; at the end I look for a phone, and call Frank, but realize that I do not need to ask for ride, as I now have my key back. Feel greatly relieved and happy! VIVID dream."
"1996-002"	"(8/22/96)"	"#1996-002 (8/22/96) We are hosting a group of people who like to watch football; I make it easy for the leader (handsome) to watch from a balcony. His team wins and he is very happy, and he gives me a light kiss on the forehead. (like Dana does) -- I see Wendy who insults a young girl, telling her she should get a nose job, so she won't look so ""Jewish."" (But she isn't Jewish) - see a nice piano teacher, hugs."
"1996-003"	"(8/24/96)"	"#1996-003 (8/24/96) I am getting my chores done and show people how to do it. Also vivid image of big BANQUET: all our family is there, including Reynaldo, and I thank everyone with hugs. Happy feeling."
"1996-004"	"(8/30/96)"	"#1996-004 (8/30/96) AT CHURCH: I am helping people go to Communion. I see a large man who says: ""I am Russian Orthodox and a believer"" and I tell him ""I BELIEVE."" And I help people stay in line and be more reverent."
"1996-005"	"(9/3/96)"	"#1996-005 (9/3/96) I am with Father Andrew: I ask him to return some letter and a photo that I sent him; he invites me to his office and starts looking for the letter, but can't find it. I say ""OK another time"" and sit with an older man and woman and we discuss the next mtg."
"1996-006"	"(11/7/96)"	"#1996-006 (11/7/96) There is a FUNERAL at Church: I embrace Father Andrew and say ""l understand. I know how it is..."" I sit with a friend who is happy to sit with me. - Long drive with Father Andrew to our house. I prepare for his visit; he comes in with a book and says; ""I am not comfortable here""...very sad when I awake;"
"1997-001"	"(1/24/97)"	"#1997-001 (1/24/97) I see DANA riding a tricycle (she is somewhat older) --I agree to take a young girl to the Y downtown and to lend her a towel. Frank decides to drive us, so we get into the car, but when we get near the University, he says he first wants to look over the campus. I tell him there is a class at 9 AM and it is already 10 minutes to 9. I want to get there NOW. We have a big ARGUMENT -- it shifts to a kitchen scene where I take a cup of soup (not too hot) and threaten to throw it at Frank, if he does not take us to the Y right away!"
"1997-002"	"(6/7/97)"	"#1997-002 (6/7/97) With Brenda at a FUNERAL parlor: we sit and wait. Suddenly a man appears who looks like my FATHER and I know it is a stranger, but he does resemble my father. I take his black suitcase. He says nothing. Then, when he is ready to leave, he takes his suitcase back. I feel embarrassed and relieved. I explain to Brenda as we leave for home"
"1997-003"	"(6/10/97)"	"#1997-003 (6/10/97) I am about to join a RETREAT CENTER, and maybe even become a NUN? I am driving a long way and meet a prioress who welcomes me warmly. I agree to stay, others leave. I am very content. When asked, I tell them I want to stay on."
"1997-004"	"(7/20/97)"	"#1997-004 (7/20/97) I am upstairs getting dressed; I wear heavy horn-rimmed glasses. I see a picture of a nude reclining and want to paint it, but am too lazy to get started. -- Then I go downstairs, to the front porch, where Wendy is sitting by a small table where she and DANA had been painting. Dana has just left with Zena. I ask Wendy, 'Why didn't you call me?"""
"1997-005"	"(7/20/97)"	"#1997-005 (7/20/97) I am in the KITCHEN with Wendy (?), we are about to cook dinner and make popcorn. Suddenly a man (our boarder?) walks through to the basement to take a shower; I see him standing NAKED in the kitchen; he is well built but has a very small penis. He runs past me to get dressed in the basement and shortly afterwards runs past me to go out to meet a friend. (The first time he looked like our former boarder, and on the way out like Willie.)"
